CellID,Date,File,FileREbefore,FileREafter
3368,2012-03-13,MCD14A1.A2012073.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
3369,2012-03-13,MCD14A1.A2012073.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
3381,2012-03-13,MCD14A1.A2012073.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
3382,2012-03-13,MCD14A1.A2012073.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
3383,2012-03-13,MCD14A1.A2012073.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
3384,2012-03-13,MCD14A1.A2012073.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
3385,2012-03-13,MCD14A1.A2012073.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
3453,2012-03-13,MCD14A1.A2012073.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
3454,2012-03-13,MCD14A1.A2012073.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
3455,2012-03-13,MCD14A1.A2012073.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
3523,2012-03-13,MCD14A1.A2012073.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
2604,2012-03-14,MCD14A1.A2012074.FireMask.tif,3742317_2011-12-07_RE3_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
2605,2012-03-14,MCD14A1.A2012074.FireMask.tif,3742317_2011-12-07_RE3_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
2606,2012-03-14,MCD14A1.A2012074.FireMask.tif,3742317_2011-12-07_RE3_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
2674,2012-03-14,MCD14A1.A2012074.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
2675,2012-03-14,MCD14A1.A2012074.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
2814,2012-03-14,MCD14A1.A2012074.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
2815,2012-03-14,MCD14A1.A2012074.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
2882,2012-03-14,MCD14A1.A2012074.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
2883,2012-03-14,MCD14A1.A2012074.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
2884,2012-03-14,MCD14A1.A2012074.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
2885,2012-03-14,MCD14A1.A2012074.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
3301,2012-03-14,MCD14A1.A2012074.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
3367,2012-03-14,MCD14A1.A2012074.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
3368,2012-03-14,MCD14A1.A2012074.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
3369,2012-03-14,MCD14A1.A2012074.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
3370,2012-03-14,MCD14A1.A2012074.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
3371,2012-03-14,MCD14A1.A2012074.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
3380,2012-03-14,MCD14A1.A2012074.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
3381,2012-03-14,MCD14A1.A2012074.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
3382,2012-03-14,MCD14A1.A2012074.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
3383,2012-03-14,MCD14A1.A2012074.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
3384,2012-03-14,MCD14A1.A2012074.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
3451,2012-03-14,MCD14A1.A2012074.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
3452,2012-03-14,MCD14A1.A2012074.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
3453,2012-03-14,MCD14A1.A2012074.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
3454,2012-03-14,MCD14A1.A2012074.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
3522,2012-03-14,MCD14A1.A2012074.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
2118,2012-03-15,MCD14A1.A2012075.FireMask.tif,3742317_2011-12-07_RE3_3A_627058.tif,3742317_2012-11-10_RE4_3A_627058.tif
2119,2012-03-15,MCD14A1.A2012075.FireMask.tif,3742317_2011-12-07_RE3_3A_627058.tif,3742317_2012-11-10_RE4_3A_627058.tif
2120,2012-03-15,MCD14A1.A2012075.FireMask.tif,3742317_2011-12-07_RE3_3A_627058.tif,3742317_2012-11-10_RE4_3A_627058.tif
2121,2012-03-15,MCD14A1.A2012075.FireMask.tif,3742317_2011-12-07_RE3_3A_627058.tif,3742317_2012-11-10_RE4_3A_627058.tif
2189,2012-03-15,MCD14A1.A2012075.FireMask.tif,3742317_2011-12-07_RE3_3A_627058.tif,3742317_2012-11-10_RE4_3A_627058.tif
2190,2012-03-15,MCD14A1.A2012075.FireMask.tif,3742317_2011-12-07_RE3_3A_627058.tif,3742317_2012-11-10_RE4_3A_627058.tif
2191,2012-03-15,MCD14A1.A2012075.FireMask.tif,3742317_2011-12-07_RE3_3A_627058.tif,3742317_2012-11-10_RE4_3A_627058.tif
3022,2012-03-15,MCD14A1.A2012075.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
3023,2012-03-15,MCD14A1.A2012075.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
3024,2012-03-15,MCD14A1.A2012075.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
3092,2012-03-15,MCD14A1.A2012075.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
3093,2012-03-15,MCD14A1.A2012075.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
3094,2012-03-15,MCD14A1.A2012075.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
3095,2012-03-15,MCD14A1.A2012075.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
3309,2012-03-15,MCD14A1.A2012075.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
3379,2012-03-15,MCD14A1.A2012075.FireMask.tif,3742217_2011-11-20_RE1_3A_627058.tif,3742217_2012-11-10_RE4_3A_627058.tif
